67	2008-05-23T11:09:47Z	35.678451	139.682282	49769d1b566ad14d8edfdb57d777fd3f6fe6e39a
102	2009-01-31T07:55:58Z	35.628544	139.774289	5249f492ef5911dd93e1003048c0801e
102	2009-01-31T06:38:07Z	35.628544	139.774289	5249f492ef5911dd93e1003048c0801e
102	2009-01-29T06:20:33Z	35.665527	139.756363	c00047f6ed4311dd85e9003048c0801e
102	2009-01-29T06:19:12Z	35.665527	139.756363	c00047f6ed4311dd85e9003048c0801e
102	2009-01-28T15:49:07Z	35.665527	139.756363	c00047f6ed4311dd85e9003048c0801e
102	2009-01-28T15:03:02Z	35.665527	139.756363	c00047f6ed4311dd85e9003048c0801e
102	2009-01-28T14:58:51Z	35.665527	139.756363	c00047f6ed4311dd85e9003048c0801e
102	2009-01-28T12:06:32Z	35.671677	139.725113	4d802b08ed2311dd9e8f003048c0801e
102	2009-01-28T11:06:28Z	35.671677	139.725113	4d802b08ed2311dd9e8f003048c0801e
102	2009-01-27T07:25:09Z	35.625787	139.77077	1e20ba5cec3911dd9957003048c10834
102	2009-01-27T07:10:30Z	35.625787	139.77077	1e20ba5cec3911dd9957003048c10834
102	2009-01-27T05:47:58Z	35.668106	139.762329	a1731460ec2d11dd9957003048c10834
102	2009-01-22T10:33:56Z	35.645041	139.711773	bbede83ee3bc11ddb01b003048c10834
102	2009-01-22T10:33:21Z	35.645041	139.711773	bbede83ee3bc11ddb01b003048c10834
102	2008-09-25T23:49:18Z	35.627904	139.740756	d2ab97088a0f11dd884d003048c0801e
102	2008-09-25T02:31:01Z	35.69863	139.790446	998e426c8aa111dd98100030487eb504
102	2008-09-24T22:28:02Z	35.627904	139.740756	d2ab97088a0f11dd884d003048c0801e
102	2008-09-24T11:15:29Z	35.627904	139.740756	d2ab97088a0f11dd884d003048c0801e
102	2008-09-24T11:06:04Z	35.627904	139.740756	d2ab97088a0f11dd884d003048c0801e
102	2008-09-24T09:07:26Z	35.627904	139.740756	d2ab97088a0f11dd884d003048c0801e
102	2008-09-24T09:07:06Z	35.627797	139.740753	ab098f208a0f11dd9d5c003048c0801e
102	2008-09-24T09:06:26Z	35.627797	139.740753	ab098f208a0f11dd9d5c003048c0801e
124	2009-12-29T09:09:57Z	35.689488	139.691706	8f08008bd102979a9887ec72a2a150d1
124	2009-12-29T08:57:42Z	35.689488	139.691706	8f08008bd102979a9887ec72a2a150d1
174	2010-03-20T01:21:05Z	35.619822	139.728565	bf28feda429e524c7444fb05c6adfb91
174	2010-03-19T14:58:14Z	35.619822	139.728565	bf28feda429e524c7444fb05c6adfb91
174	2010-03-19T14:55:23Z	35.619822	139.728565	bf28feda429e524c7444fb05c6adfb91
174	2010-03-19T07:23:53Z	35.679662	139.768023	8190a5b27d22af404ed307cfafc50dd0
174	2010-03-19T07:22:02Z	35.679662	139.768023	8190a5b27d22af404ed307cfafc50dd0
174	2010-02-13T05:42:48Z	35.661401	139.758124	3c651ce5500a67bc09761dc48ac13e80
174	2010-02-12T04:41:17Z	35.661401	139.758124	3c651ce5500a67bc09761dc48ac13e80
174	2010-02-12T04:25:01Z	35.67324	139.732483	08abc70d13bf04297c351b39fd3fbb4a
174	2010-02-12T04:22:59Z	35.67324	139.732483	08abc70d13bf04297c351b39fd3fbb4a
174	2010-02-12T02:59:04Z	35.68	139.771449	f6c8dfac8de0145d2d33fa84178e882c
